brand,model,model_year,milage,fuel_type,engine_liters,engine_cylinders,transmission_group,ext_color_group,int_color_group,accident,clean_title
Audi,S4 3.0T Premium Plus,2020,23823.0,Gasoline,3.0,6.0,Automatic,Red,Black,None reported,Yes
GMC,Yukon SLT,2002,222600.0,Gasoline,4.8,8.0,Automatic,Gray,Beige,None reported,Yes
Lamborghini,Urus Base,2021,9500.0,Gasoline,4.0,8.0,Automatic,White,Black,None reported,Yes
INFINITI,QX60 Base,2014,154247.0,Gasoline,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,128000.0,Gasoline,6.0,8.0,Automatic,Beige,Black,None reported,Yes
Maserati,GranTurismo Base,2008,70000.0,Gasoline,4.2,8.0,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes
Acura,Integra GS-R,1995,123000.0,–,3.5,6.0,Manual,White,Blue,None reported,Yes
BMW,X6 M Base,2016,52375.0,Gasoline,4.4,8.0,Automatic,White,Brown,At least 1 accident or damage reported,Yes
Chrysler,300 S,2016,100574.0,Gasoline,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Chrysler,300 Base,2014,85000.0,Gasoline,3.6,6.0,Automatic,White,Other,At least 1 accident or damage reported,Yes
Acura,RDX w/A-Spec Package,2023,3959.0,Gasoline,2.0,6.0,Automatic,White,Black,None reported,Unknown
Chevrolet,Corvette Stingray w/1LT,2021,10400.0,Gasoline,6.2,8.0,Automatic,Silver,Black,None reported,Yes
Chevrolet,Camaro 1SS,2019,19200.0,Gasoline,6.2,8.0,Manual,Orange,Black,None reported,Yes
Mercedes-Benz,E-Class E 350 4MATIC,2013,81000.0,Gasoline,3.5,6.0,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes
Ford,F-150 Raptor,2022,17451.0,Gasoline,3.5,6.0,Automatic,White,Blue,None reported,Unknown
Nissan,Versa 1.8 S,2011,165000.0,Gasoline,1.8,4.0,Automatic,Black,Other,None reported,Yes
BMW,M3 CS,2024,124.0,Gasoline,3.0,6.0,Other,Green,Black,None reported,Yes
Hyundai,Accent GLS,2013,117500.0,Gasoline,1.6,4.0,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes
Mercedes-Benz,S-Class S 450 4MATIC,2018,72500.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Porsche,911 GT3,2023,265.0,Gasoline,4.0,6.0,Manual,Black,Gray,None reported,Yes
Mercedes-Benz,AMG GT 63 S 4-Door,2020,21214.0,Gasoline,4.0,8.0,Automatic,Black,Black,None reported,Unknown
Audi,Q5 3.0 TDI Premium Plus,2014,55564.0,Diesel,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Cadillac,LYRIQ Luxury,2023,1090.0,Unknown,3.5,6.0,Automatic,Gray,Silver,None reported,Yes
Volvo,XC60 T5 R-Design,2019,43500.0,Gasoline,2.0,4.0,Other,Gray,Black,None reported,Yes
Mercedes-Benz,AMG GT 53 Base,2019,35000.0,Hybrid,3.0,6.0,Other,Black,Black,None reported,Yes
GMC,Yukon SLT,2017,92031.0,Gasoline,5.3,8.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Lexus,GS 350 Base,2016,128032.0,Gasoline,3.5,6.0,Other,Silver,Black,None reported,Yes
Jaguar,XF 25t Premium,2018,18800.0,Gasoline,2.0,4.0,Automatic,White,White,None reported,Yes
BMW,M8 Gran Coupe Competition,2023,2900.0,Gasoline,4.4,8.0,Automatic,Green,Gray,None reported,Yes
Honda,Ridgeline Black Edition,2017,91600.0,Gasoline,3.5,6.0,Automatic,Black,Black,None reported,Yes
Toyota,4Runner SR5,2019,91843.0,Gasoline,4.0,6.0,Automatic,Blue,Black,At least 1 accident or damage reported,Yes
Ford,Bronco Sport Outer Banks,2021,28105.0,Gasoline,1.5,3.0,Automatic,Brown,Black,Unknown,Unknown
Dodge,Charger R/T 392,2017,73350.0,Gasoline,6.4,8.0,Automatic,Gray,Red,None reported,Yes
Mercedes-Benz,GLC 300 GLC 300,2022,11875.0,Gasoline,2.0,6.0,Automatic,Black,Black,None reported,Unknown
Tesla,Model S P100D,2018,47000.0,Unknown,3.5,6.0,Automatic,Black,Black,None reported,Yes
INFINITI,Q50 3.0t Signature Edition,2017,67000.0,Gasoline,3.0,6.0,Other,Black,Black,None reported,Yes
BMW,340 i,2016,117660.0,Gasoline,3.0,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Pontiac,Firebird Trans Am,2001,71448.0,Gasoline,3.8,6.0,Automatic,Gray,Black,None reported,Yes
Nissan,NV Passenger NV3500 HD SV V8,2015,86000.0,Gasoline,5.6,8.0,Automatic,Silver,Gray,None reported,Yes
Lexus,ES 350 Base,2020,15324.0,Gasoline,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Unknown
BMW,135 is,2013,29400.0,Gasoline,3.0,6.0,Manual,White,Beige,None reported,Yes
Lexus,IS 300 Base,2017,68871.0,Gasoline,3.5,6.0,Automatic,Silver,Red,None reported,Yes
Porsche,Cayenne S,2012,126000.0,Gasoline,4.8,8.0,Other,Silver,Gray,None reported,Yes
Pontiac,Solstice GXP,2007,25718.0,Gasoline,2.0,4.0,Manual,Yellow,Black,None reported,Yes
Porsche,Panamera Turbo,2015,67210.0,Gasoline,4.8,8.0,Other,Blue,Beige,At least 1 accident or damage reported,Yes
BMW,X6 xDrive35i,2018,27214.0,Gasoline,3.0,6.0,Other,Black,Black,At least 1 accident or damage reported,Yes
Ford,F-150 Limited,2019,42728.0,Gasoline,3.5,6.0,Other,Black,Brown,None reported,Yes
MINI,Cooper S Base,2010,97395.0,Gasoline,1.6,4.0,Manual,Yellow,Black,None reported,Yes
Mazda,Mazda3 i SV,2015,91700.0,Gasoline,2.0,4.0,Automatic,Red,Black,None reported,Yes
Mitsubishi,Lancer Evolution MR,2011,94500.0,Gasoline,2.0,4.0,Other,White,Black,None reported,Yes
Chevrolet,Tahoe LTZ,2014,196300.0,E85 Flex Fuel,5.3,8.0,Automatic,Black,Black,None reported,Yes
Cadillac,CTS 3.6L Luxury,2015,54259.0,Gasoline,3.6,6.0,Automatic,Other,Black,None reported,Yes
Acura,RDX w/Advance Package,2021,36267.0,Gasoline,2.0,6.0,Automatic,White,Other,None reported,Unknown
Land,Rover Range Rover Sport Supercharged HSE,2015,175000.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Suburban 1500 LTZ,2015,159000.0,Gasoline,5.3,8.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Chevrolet,Camaro 2SS,2016,74000.0,Gasoline,6.2,8.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Silverado 1500 Hybrid 1HY,2011,82963.0,Hybrid,6.0,8.0,Automatic,White,Black,None reported,Yes
Cadillac,XT5 Luxury,2019,54323.0,Gasoline,3.6,6.0,Automatic,Red,Beige,None reported,Unknown
Nissan,Armada SL,2019,59980.0,Gasoline,5.6,8.0,Automatic,Silver,Black,None reported,Yes
Audi,Q5 S line Premium,2022,10120.0,Hybrid,2.0,6.0,Automatic,Blue,Gray,None reported,Unknown
BMW,X6 M Base,2017,25000.0,Gasoline,4.4,8.0,Other,White,Red,At least 1 accident or damage reported,Yes
BMW,740 i,2012,126000.0,Gasoline,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Toyota,Sequoia TRD Pro,2020,37428.0,Gasoline,5.7,8.0,Automatic,White,Black,None reported,Yes
Volkswagen,Jetta GLI,2014,99499.0,Gasoline,2.0,4.0,Other,Black,Black,At least 1 accident or damage reported,Yes
Honda,Crosstour EX-L,2012,90742.0,Gasoline,2.4,4.0,Automatic,Gray,Gray,None reported,Yes
Land,Rover Range Rover Sport Supercharged,2014,125000.0,E85 Flex Fuel,5.0,8.0,Automatic,White,Brown,At least 1 accident or damage reported,Yes
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,71669.0,Gasoline,2.0,4.0,Automatic,Blue,Black,None reported,Yes
Cadillac,XT5 Luxury,2019,44692.0,Gasoline,3.6,6.0,Automatic,Brown,Beige,None reported,Unknown
Jaguar,F-TYPE R,2018,16002.0,Gasoline,5.0,8.0,Automatic,Black,Red,None reported,Yes
Toyota,FJ Cruiser Base,2014,86000.0,Gasoline,4.0,6.0,Automatic,Blue,Black,None reported,Yes
Toyota,Tundra SR5,2019,56000.0,Gasoline,5.7,8.0,Automatic,Blue,Black,None reported,Yes
Nissan,300ZX Base,1993,168000.0,–,3.5,6.0,Manual,White,Black,None reported,Yes
RAM,1500 Sport,2017,41789.0,Gasoline,5.7,8.0,Automatic,Green,Black,At least 1 accident or damage reported,Yes
Ford,Focus SE,2014,60109.0,E85 Flex Fuel,2.0,4.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,GLE 350 Base 4MATIC,2020,48000.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
Acura,TL Type S,2008,122000.0,Gasoline,3.5,6.0,Other,Gray,Beige,None reported,Yes
Land,Rover Range Rover HSE,2012,102800.0,Gasoline,5.0,8.0,Automatic,Beige,Brown,None reported,Yes
MINI,Convertible Cooper,2022,15544.0,Gasoline,1.5,3.0,Automatic,Blue,Brown,Unknown,Unknown
Mazda,CX-9 Signature,2019,69771.0,Gasoline,2.5,4.0,Automatic,Black,Red,None reported,Yes
Acura,TLX Tech,2023,2118.0,Gasoline,2.0,6.0,Automatic,Red,Black,None reported,Unknown
Ford,F-150 Raptor,2021,28260.0,Gasoline,3.5,6.0,Automatic,Blue,Blue,None reported,Yes
Honda,Civic Si Base,2020,6025.0,Gasoline,1.5,4.0,Manual,Gray,Gray,None reported,Yes
Hyundai,Elantra SE,2018,32697.0,Gasoline,2.0,4.0,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes
Ford,Excursion Limited,2001,239000.0,Gasoline,6.8,10.0,Automatic,White,Other,None reported,Yes
Jaguar,F-TYPE S British Design Edition,2017,34150.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Honda,Ridgeline RTL-E,2022,9642.0,Gasoline,3.5,6.0,Automatic,Red,Black,None reported,Unknown
Pontiac,G6 GTP,2006,100545.0,Gasoline,3.5,6.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,C-Class C300 4MATIC,2021,11111.0,Gasoline,2.0,6.0,Automatic,Gray,Black,None reported,Unknown
Toyota,FJ Cruiser Base,2007,162000.0,Gasoline,4.0,6.0,Automatic,Black,Black,None reported,Yes
Buick,Enclave Premium,2020,87555.0,Gasoline,3.6,6.0,Automatic,Blue,Other,At least 1 accident or damage reported,Yes
Chevrolet,Tahoe LTZ,2015,102200.0,Gasoline,5.3,8.0,Automatic,Silver,Black,None reported,Yes
Bentley,Continental GTC V8,2013,18950.0,Gasoline,4.0,8.0,Other,White,Black,None reported,Yes
Mercedes-Benz,SLK-Class SLK 350,2015,16000.0,Gasoline,3.5,6.0,Automatic,White,Red,At least 1 accident or damage reported,Yes
Cadillac,Escalade Premium Luxury,2022,19250.0,Gasoline,6.2,8.0,Automatic,Black,Black,None reported,Yes
BMW,535 i xDrive,2015,65000.0,Gasoline,3.0,6.0,Other,Silver,Black,None reported,Yes
MINI,Cooper S Base,2007,110022.0,Gasoline,1.6,4.0,Manual,Silver,Black,None reported,Yes
Bentley,Continental GT Base,2012,79089.0,E85 Flex Fuel,6.0,12.0,Automatic,White,Beige,None reported,Yes
Lexus,GX 460 Premium,2023,2533.0,Gasoline,4.6,8.0,Automatic,Black,Black,None reported,Yes
Audi,Q7 3.0T Premium Plus,2014,96273.0,Gasoline,3.0,6.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
Cadillac,CT6 Luxury,2020,22187.0,Gasoline,3.6,6.0,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes
GMC,Sierra 1500 SL Crew Cab,2009,137000.0,Gasoline,4.8,8.0,Automatic,Red,Other,None reported,Yes
Nissan,GT-R Premium,2009,60747.0,Gasoline,3.8,6.0,Automatic,White,Other,At least 1 accident or damage reported,Yes
Dodge,Ram 1500 ST,2007,36500.0,Gasoline,3.7,6.0,Automatic,Blue,Gray,None reported,Yes
Ford,Bronco Outer Banks,2021,19590.0,Gasoline,2.7,6.0,Automatic,Blue,Gray,None reported,Yes
Nissan,GT-R Black Edition,2015,16850.0,Gasoline,3.8,6.0,Other,White,Black,None reported,Yes
Cadillac,Escalade ESV Sport,2021,4500.0,Gasoline,6.2,8.0,Automatic,White,Beige,Unknown,Unknown
Chevrolet,Cruze LT,2012,194000.0,Gasoline,1.4,4.0,Automatic,Gray,White,At least 1 accident or damage reported,Yes
Lexus,GX 460 Base,2020,48210.0,Gasoline,4.6,8.0,Automatic,White,Red,At least 1 accident or damage reported,Yes
BMW,750 i,2018,81500.0,Gasoline,4.4,8.0,Automatic,White,White,None reported,Yes
Ford,F-150 XLT,2021,77107.0,Gasoline,3.5,6.0,Automatic,Black,Black,Unknown,Unknown
BMW,535 i xDrive,2015,58664.0,Gasoline,3.0,6.0,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes
Mitsubishi,Montero Limited,2004,145000.0,Gasoline,3.8,6.0,Automatic,Silver,Black,None reported,Yes
Lexus,LS 500 F Sport,2018,15055.0,Gasoline,3.5,6.0,Automatic,White,Black,None reported,Yes
Tesla,Model S 85D,2015,67647.0,Unknown,3.5,6.0,Automatic,Blue,Beige,None reported,Yes
Lexus,LC 500 Base,2021,915.0,Gasoline,5.0,8.0,Automatic,Blue,White,None reported,Yes
Mazda,MX-5 Miata Shinsen,2003,46873.0,Gasoline,1.8,4.0,Manual,Gray,Blue,None reported,Yes
Cadillac,Escalade ESV Premium Luxury,2021,53169.0,Gasoline,6.2,8.0,Automatic,Black,Black,None reported,Yes
Lexus,GX 460 Premium,2022,35700.0,Gasoline,4.6,8.0,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes
Nissan,Pathfinder Platinum,2014,112600.0,Gasoline,3.5,6.0,CVT,Black,Black,At least 1 accident or damage reported,Yes
GMC,Yukon SLE,2015,112552.0,Gasoline,5.3,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
BMW,M3 Base,2003,127273.0,Gasoline,3.2,6.0,Manual,Silver,Black,None reported,Yes
Lexus,IS 250 Base,2007,189887.0,Gasoline,2.5,6.0,Automatic,White,Other,At least 1 accident or damage reported,Yes
BMW,640 i,2012,76465.0,Gasoline,3.0,6.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Mitsubishi,Eclipse Spyder GT,2007,136400.0,Gasoline,3.8,6.0,Automatic,Red,Gray,At least 1 accident or damage reported,Yes
Ford,Thunderbird Deluxe,2004,79635.0,Gasoline,3.9,8.0,Automatic,Gray,Black,None reported,Yes
Tesla,Model Y Long Range,2022,4665.0,Unknown,3.5,6.0,Automatic,Silver,Black,None reported,Unknown
Buick,Enclave 1XL,2011,170000.0,Gasoline,3.6,6.0,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes
Ford,F-150 XLT,2018,67650.0,Gasoline,3.5,6.0,Automatic,Blue,Gray,None reported,Yes
Lexus,ES 350 Base,2016,119850.0,Gasoline,3.5,6.0,Automatic,White,Beige,None reported,Yes
Acura,TL Type S,2008,116500.0,Gasoline,3.5,6.0,Manual,Red,Black,None reported,Yes
Mercury,Capri XR2,1993,120644.0,–,3.5,6.0,Manual,Green,Gray,None reported,Yes
Ford,Transit Connect XLT,2010,169802.0,Gasoline,2.0,4.0,Automatic,White,Gray,None reported,Yes
BMW,X3 M40i,2021,36905.0,Gasoline,3.0,6.0,Other,Blue,Beige,None reported,Yes
Jeep,Gladiator Willys,2022,8400.0,Gasoline,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Hummer,H2 Base,2003,149961.0,Gasoline,6.0,8.0,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes
Mercedes-Benz,C-Class C 63 AMG,2014,84500.0,Gasoline,6.2,8.0,Automatic,White,Black,None reported,Yes
Lamborghini,Aventador LP700-4,2016,3254.0,Gasoline,6.5,12.0,Automatic,Other,Other,None reported,Unknown
Mercedes-Benz,G-Class G 550 4MATIC,2016,96000.0,Gasoline,4.0,8.0,Automatic,Blue,Brown,None reported,Yes
Nissan,GT-R Premium,2009,88000.0,Gasoline,3.8,6.0,Other,White,White,At least 1 accident or damage reported,Yes
Audi,R8 4.2 quattro Spyder,2011,35322.0,Gasoline,4.2,8.0,Manual,Black,Red,None reported,Unknown
Acura,TLX A-Spec,2020,32500.0,Gasoline,2.4,4.0,Automatic,White,Red,None reported,Yes
Audi,A6 3.0T Premium Plus,2016,71280.0,Gasoline,3.0,6.0,Automatic,Silver,Black,None reported,Yes
Porsche,Panamera 2,2011,37200.0,Gasoline,3.6,6.0,Automatic,Black,Beige,None reported,Yes
Saturn,Sky Red Line,2008,94291.0,Gasoline,2.0,4.0,Automatic,White,Other,None reported,Yes
Maserati,Coupe Cambiocorsa,2006,54082.0,Gasoline,4.2,8.0,Other,Blue,Beige,None reported,Yes
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,7800.0,Plug-In Hybrid,2.0,4.0,Automatic,Black,Beige,None reported,Yes
Jeep,Wrangler Sport,2016,86250.0,Gasoline,3.6,6.0,Automatic,White,Black,None reported,Yes
BMW,X5 xDrive50i,2016,75479.0,Gasoline,4.4,8.0,Other,Silver,Black,None reported,Yes
BMW,750 i,2017,24650.0,Gasoline,4.4,8.0,Automatic,Silver,Black,None reported,Yes
Volkswagen,Golf R 4-Door,2013,102750.0,Gasoline,2.0,4.0,Manual,Black,Black,None reported,Yes
Alfa,Romeo Stelvio Base,2018,50000.0,Gasoline,2.0,4.0,Automatic,Brown,Brown,None reported,Yes
BMW,X5 xDrive35i,2017,72700.0,Gasoline,3.0,6.0,Automatic,Gray,Black,None reported,Yes
BMW,X6 M Base,2018,54293.0,Gasoline,4.4,8.0,Automatic,Black,Beige,At least 1 accident or damage reported,Yes
Lexus,IS 300 Base,2018,16000.0,Gasoline,3.5,6.0,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes
Lamborghini,Gallardo SE,2006,19500.0,Gasoline,5.0,10.0,Automatic,Green,Yellow,None reported,Yes
BMW,428 i,2014,71000.0,Gasoline,2.0,4.0,Other,White,Black,At least 1 accident or damage reported,Yes
BMW,X5 xDrive40i,2019,60000.0,Gasoline,3.0,6.0,Automatic,White,Beige,None reported,Yes
Porsche,Boxster Base,1998,75539.0,Gasoline,2.5,6.0,Manual,Blue,Beige,None reported,Yes
Alfa,Romeo Giulia Base,2017,36000.0,Gasoline,2.0,4.0,Automatic,White,Red,None reported,Yes
Mercedes-Benz,C-Class C 300,2019,76422.0,Gasoline,2.0,6.0,Automatic,Black,Black,None reported,Unknown
Nissan,370Z NISMO Tech,2016,42600.0,Gasoline,3.7,6.0,Automatic,Red,Black,At least 1 accident or damage reported,Yes
Rivian,R1S Adventure Package,2023,211.0,Unknown,3.5,6.0,Automatic,Blue,Black,None reported,Yes
Chevrolet,Suburban LT,2017,98888.0,Gasoline,6.0,8.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Ford,Fusion Hybrid SE,2019,64532.0,Hybrid,2.0,4.0,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes
BMW,X3 xDrive35i,2011,75500.0,Gasoline,3.0,6.0,Automatic,White,Black,None reported,Yes
Buick,Envision Preferred,2019,32000.0,Gasoline,2.5,4.0,Automatic,Black,Beige,None reported,Yes
Buick,Envision Essence,2019,47839.0,Gasoline,2.5,4.0,Automatic,White,Black,None reported,Yes
Porsche,Cayenne GTS,2013,98413.0,Gasoline,4.8,8.0,Other,Green,Black,At least 1 accident or damage reported,Yes
Audi,RS 5 2.9T,2022,9628.0,Gasoline,2.9,6.0,Automatic,White,Black,None reported,Yes
Jaguar,XK8 Base,1999,15000.0,Gasoline,4.0,8.0,Automatic,Green,Beige,None reported,Yes
Audi,R8 5.2 V10,2021,6397.0,Gasoline,5.2,10.0,Automatic,Gray,Black,None reported,Unknown
Honda,Pilot Black Edition,2022,22564.0,Gasoline,3.5,6.0,Automatic,White,Black,None reported,Unknown
Lexus,RX 350 Crafted Line F Sport,2015,110000.0,Gasoline,3.5,6.0,Other,White,Black,None reported,Yes
Mercedes-Benz,Sprinter 3500 High Roof,2022,105.0,Diesel,2.0,4.0,Automatic,Black,Orange,None reported,Yes
Toyota,4Runner Limited,2004,186117.0,Gasoline,4.0,6.0,Automatic,Black,Beige,None reported,Yes
Jeep,Wrangler Sport,2002,103500.0,Gasoline,4.0,6.0,Manual,Yellow,Gray,None reported,Yes
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,8074.0,Gasoline,4.2,8.0,Automatic,Beige,Black,None reported,Unknown
BMW,M3 Base,2011,43000.0,Gasoline,4.0,8.0,Manual,Black,Black,None reported,Yes
BMW,750 i,2015,70700.0,Gasoline,4.4,8.0,Automatic,Blue,Black,At least 1 accident or damage reported,Yes
Chevrolet,Trailblazer RS,2022,42479.0,Gasoline,1.3,3.0,Automatic,Black,Black,None reported,Yes
Ford,Excursion XLT 4WD,2000,205000.0,Gasoline,6.8,10.0,Automatic,Black,Gray,At least 1 accident or damage reported,Yes
Audi,SQ5 3.0T Premium Plus,2019,22300.0,Gasoline,3.0,6.0,Automatic,Blue,Gray,None reported,Yes
Ford,Expedition EL Limited,2017,104000.0,Gasoline,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Ford,Bronco Sport Base,2022,13865.0,Gasoline,1.5,3.0,Automatic,Black,Black,None reported,Yes
BMW,M4 Competition xDrive,2022,15882.0,Gasoline,3.0,6.0,Automatic,Red,Silver,None reported,Yes
Land,Rover Defender,2022,12209.0,Gasoline,5.0,8.0,Automatic,Black,Black,None reported,Unknown
Mercedes-Benz,AMG GLC 43 AMG GLC 43,2021,10483.0,Gasoline,3.0,6.0,Automatic,Gray,Black,None reported,Unknown
Nissan,GT-R Premium,2017,31150.0,Gasoline,3.8,6.0,Other,Orange,Black,None reported,Yes
Chrysler,200 C,2015,44000.0,E85 Flex Fuel,3.6,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Hummer,H2 Base,2003,109000.0,Gasoline,6.0,8.0,Automatic,Beige,Beige,None reported,Yes
BMW,M4 Base,2020,31350.0,Gasoline,3.0,6.0,Other,Gray,Orange,None reported,Yes
Audi,Q8 55 Premium Plus,2021,30000.0,Hybrid,3.0,6.0,Automatic,Black,Black,None reported,Yes
Land,Rover Range Rover HSE,2012,66500.0,Gasoline,5.0,8.0,Automatic,Silver,Black,None reported,Yes
Nissan,Frontier SV,2012,96600.0,Gasoline,4.0,6.0,Automatic,Beige,Black,At least 1 accident or damage reported,Yes
Toyota,Highlander LE Plus,2015,198000.0,Gasoline,3.5,6.0,Automatic,White,Gray,None reported,Yes
Audi,S4 3.0T Premium Plus,2013,91877.0,Gasoline,3.0,6.0,Automatic,Black,Red,At least 1 accident or damage reported,Yes
Ford,Expedition Max Limited,2018,45578.0,Gasoline,3.5,6.0,Automatic,White,Other,None reported,Yes
BMW,228 i,2015,54000.0,Gasoline,2.0,4.0,Manual,Black,Red,At least 1 accident or damage reported,Yes
Land,Rover Range Rover Sport HST MHEV,2020,52000.0,Hybrid,3.0,6.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,E-Class AMG E 53,2020,23044.0,Hybrid,3.0,6.0,Automatic,Green,Black,None reported,Unknown
Porsche,911 Carrera,2008,132500.0,Gasoline,3.6,6.0,Manual,Black,Black,None reported,Yes
Dodge,Dakota SLT Quad Cab,2006,256000.0,Gasoline,4.7,8.0,Automatic,Black,Gray,None reported,Yes
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,31370.0,Gasoline,6.3,8.0,Other,White,Brown,None reported,Yes
Chrysler,Sebring LX,2008,67303.0,Gasoline,2.4,4.0,Automatic,Blue,Blue,None reported,Yes
Chevrolet,Corvette Stingray w/3LT,2021,12000.0,Gasoline,6.2,8.0,Automatic,Blue,Black,At least 1 accident or damage reported,Yes
Ford,Bronco Outer Banks,2023,16500.0,Gasoline,2.3,4.0,Automatic,Blue,Gray,None reported,Yes
Toyota,Tacoma TRD Pro,2018,28800.0,Gasoline,3.5,6.0,Manual,Other,Black,None reported,Unknown
RAM,ProMaster 2500 High Roof,2019,88000.0,Gasoline,3.6,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Ford,Shelby GT350 Base,2018,18515.0,Gasoline,5.2,8.0,Manual,White,Black,At least 1 accident or damage reported,Yes
Tesla,Model 3 Performance,2018,92813.0,Unknown,3.5,6.0,Automatic,Red,Black,None reported,Yes
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,2100.0,Gasoline,4.4,8.0,Automatic,Gray,Beige,None reported,Yes
Volvo,XC60 T6 Inscription,2019,58600.0,Gasoline,2.0,4.0,Automatic,White,White,At least 1 accident or damage reported,Yes
Lexus,LS 460 Crafted Line,2015,74500.0,Gasoline,4.6,8.0,Other,White,Red,None reported,Yes
Tesla,Model S 100D,2018,33500.0,Unknown,3.5,6.0,Automatic,Gray,Black,None reported,Yes
Cadillac,XT6 Premium Luxury AWD,2023,222.0,Gasoline,3.6,6.0,Automatic,White,Black,None reported,Yes
Chevrolet,Avalanche 1500 LTZ,2007,75124.0,E85 Flex Fuel,5.3,8.0,Automatic,Red,Gray,None reported,Yes
Chevrolet,Corvette Grand Sport,2013,15500.0,Gasoline,6.2,8.0,Other,White,Blue,None reported,Yes
Audi,Q8 55 Premium,2020,34300.0,Hybrid,3.0,6.0,Automatic,Gray,Brown,None reported,Yes
Honda,Odyssey Elite,2019,82000.0,Gasoline,3.5,6.0,Automatic,Silver,Black,None reported,Yes
Acura,TLX,2023,3389.0,Gasoline,2.0,6.0,Automatic,White,Black,None reported,Unknown
Porsche,Cayenne GTS Coupe AWD,2023,10000.0,Gasoline,4.0,8.0,Automatic,Gray,Black,None reported,Yes
Cadillac,STS V6,2005,96000.0,Gasoline,3.6,6.0,Automatic,Beige,Brown,At least 1 accident or damage reported,Yes
Dodge,Charger R/T,2021,7751.0,Gasoline,5.7,8.0,Automatic,Black,Black,None reported,Yes
Audi,RS 7 4.0T Performance Prestige,2017,66250.0,Gasoline,4.0,8.0,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes
Lexus,CT 200h Premium,2012,109000.0,Hybrid,1.8,4.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Hyundai,Genesis Coupe 3.8 Base,2015,60000.0,Gasoline,3.8,6.0,Other,Black,Black,None reported,Yes
Tesla,Model S Performance,2020,14700.0,Unknown,3.5,6.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,E-Class E 350 4MATIC,2022,9006.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
Toyota,GR86 Base,2022,13400.0,Gasoline,2.4,4.0,Automatic,Silver,Black,None reported,Yes
Porsche,Macan S,2020,28570.0,Gasoline,3.0,6.0,Automatic,White,Black,None reported,Unknown
Dodge,Durango SRT,2018,78000.0,Gasoline,6.4,8.0,Other,White,Black,At least 1 accident or damage reported,Yes
Lexus,LX 570 Base,2013,134000.0,Gasoline,5.7,8.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Kia,Optima Hybrid EX,2013,104994.0,Hybrid,2.4,4.0,Automatic,Black,Beige,None reported,Yes
Bentley,Continental GT V8 S,2016,31500.0,Gasoline,4.0,8.0,Automatic,Black,Beige,None reported,Yes
Alfa,Romeo Giulia Base,2020,30000.0,Gasoline,2.0,4.0,Automatic,Black,Other,None reported,Yes
Lexus,LX 600 F SPORT,2023,490.0,Gasoline,3.4,6.0,Automatic,Black,Black,None reported,Yes
